-7.720145812 5.065896412 14.119912103 0.924374778 -0.021830233 -0.166678305 0.342451535
-4.827387152 6.652037584 15.790002602 0.314857760 0.193425879 0.869810884 -0.326925139
-0.519558514 0.398877207 15.242714198 -0.060813829 -0.610900259 -0.437172298 0.657254085
-3.445817851 1.923436443 8.504292716 -0.866674371 0.349324628 -0.302483475 -0.188020172
-5.090176174 7.594742691 13.951111275 -0.324439785 0.374556104 -0.529210353 0.688754639
-2.632871374 -4.842107209 19.151193653 -0.507015062 -0.560289101 0.654975729 -0.004317821
0.822280607 5.697490878 9.258989705 -0.596040494 -0.201796457 0.676231971 0.383046004
-5.777485567 6.718809856 21.207277019 -0.798655430 0.123801464 -0.349893965 -0.473705515
-0.643356910 8.106706250 18.902759739 -0.319353735 -0.513097911 0.302769731 -0.736935693
-5.199696483 0.625557040 22.795288579 -0.547565740 -0.469834687 -0.594517609 -0.354930893
