-12.075039373 16.260060865 5.894762089 0.084792943 -0.207125087 -0.456553348 -0.861085591
-8.255180697 16.890839797 -0.345304370 0.075791177 0.779501125 -0.621052297 -0.030458799
-2.375078580 4.174549897 7.762054971 0.069622824 -0.544161902 -0.694619393 -0.465343299
-8.127321212 20.634703389 5.879624969 -0.638298298 0.650743500 0.052534735 0.407858164
-3.701260046 8.536514912 -0.521277323 -0.863850049 -0.021004182 -0.242495964 -0.441041522
-2.085923626 20.307464983 13.700159567 -0.296684268 0.761898517 -0.289712169 0.497549950
-1.943384267 20.138886779 14.185061283 0.447333532 0.089904844 0.695002462 0.555681031
-8.068597061 14.847305917 10.044173455 0.820164103 -0.035189130 -0.424900975 0.381512426
-7.353650115 9.333245059 -1.248323934 0.657389937 0.395536938 -0.305802059 0.563803247
2.529207741 9.851659397 10.602587957 -0.514266369 0.308248054 -0.619970749 0.506112150
