15.215310323 10.914104444 4.434353974 -0.158904617 -0.143387348 -0.862304802 0.458933350
11.062671796 7.063998813 2.142757502 -0.812243890 0.002157367 -0.411571116 0.413357503
10.169389099 18.372126063 -5.149249843 -0.646409285 0.048643774 0.000575920 0.761438434
8.604092090 9.744220515 0.754301325 0.506517626 -0.407579670 0.740100705 -0.171958290
16.450385632 10.984425095 -5.349549218 0.099377535 0.931664031 -0.239061692 -0.254903408
13.291737861 19.526026124 -9.142777910 -0.654951727 -0.386095335 0.300938096 0.575677765
12.002298915 10.822160930 -9.807358492 0.757564234 0.515680555 -0.399541835 -0.023158559
6.105938356 17.183942531 -5.402046353 0.283482004 -0.264616638 0.917896784 -0.084151540
8.092034639 15.446616535 -5.679399508 0.246772122 0.945177827 -0.104234373 0.186755429
4.037939074 17.865629828 1.034117242 0.508027152 -0.847517484 0.153587699 -0.005774662
