1.870632615 4.834927390 11.490674811 -0.771648584 -0.327693419 0.082538322 0.538853330
1.825082281 3.435522037 1.814265275 0.415761462 -0.346248683 0.804016160 -0.246601440
5.676292941 -5.479850232 11.130325211 -0.866734565 -0.112888293 0.130889589 0.467862526
-0.420312555 1.081693075 1.490714510 -0.561143048 0.398494685 0.024232287 0.725074660
12.804080608 0.932487305 6.660872561 -0.241956389 -0.940103090 -0.100437789 -0.218118171
-3.298174392 2.468103147 7.373679743 -0.117032300 -0.467674568 -0.800719489 0.355573115
11.504474847 -0.808335242 0.831408912 -0.598828904 -0.148006898 0.568439242 0.544403095
8.414487128 -0.960373212 1.829230764 -0.710673622 -0.305421255 -0.154853371 -0.614557803
7.649535535 -6.389134921 11.783963823 0.373996244 0.243595478 0.878922135 0.168178277
12.170763564 -0.298891109 8.191334171 -0.281078010 -0.487259998 -0.563276752 0.605220743
