-5.425504482 -22.830503952 -2.485319614 -0.423057601 -0.263106887 -0.856404614 -0.135529217
-6.186484365 -7.077111244 -4.332320424 -0.043618958 0.755800658 -0.601620808 -0.254784528
-9.464567106 -16.758878784 -9.761800151 -0.021216483 0.853187307 0.000761262 -0.521172429
2.476173588 -12.030789973 -3.657745688 0.789434440 0.240452473 0.157729140 0.542307469
-7.824428651 -8.273022093 0.428205605 -0.332850106 -0.107680107 0.928968143 -0.120971031
-12.162270870 -15.205273217 -11.790192469 0.661470710 -0.336296783 0.630637412 -0.227282704
-2.529185134 -16.375884650 -1.074881408 -0.671218343 0.498520756 0.499506017 0.226796672
-10.721863335 -10.300348212 -10.727718886 -0.014503258 0.075390119 0.370061428 -0.925829642
-5.126487667 -18.224371735 1.399740038 0.020998549 0.225067626 0.942511724 0.246120446
0.484404607 -15.363855184 -5.085965655 -0.671307901 -0.322782932 -0.642476085 0.179948220
