-0.715765762 -1.071367290 -3.313792460 0.245855153 0.681896977 0.383832461 -0.572052793
-8.344187985 7.472113689 -3.678340813 -0.403552191 -0.057839548 0.022953001 -0.912838088
0.291722883 1.222227829 -3.311664070 0.121095786 0.092220725 0.318827013 0.935510815
-4.369374452 6.682934502 -6.877327718 0.013104612 0.091867144 -0.220058385 -0.971062822
-8.191632732 14.211965463 -5.897340348 0.253789159 0.207892019 -0.925584180 0.188854169
-2.725831135 5.293710303 -11.979838855 -0.129304878 0.412266613 -0.429567593 -0.792961645
-7.466621208 9.146079046 0.370118907 0.506046592 -0.100846388 -0.856099520 0.028990769
-4.421720045 -0.955150448 -3.200515372 0.633593643 -0.323677027 0.679019674 -0.180899309
-4.768675227 13.230928849 -6.032427186 0.749223251 -0.418972447 -0.485148596 -0.166605670
-2.897362493 9.723175957 -14.126924800 0.656525813 -0.565980497 -0.466592481 -0.175873220
